pitch_type,game_date,release_speed,release_pos_x,release_pos_z,batter,pitcher,events,description,zone,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,fielder_2,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher_1,fielder_2_1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,role_key,sp_indicator,rp_indicator,pitch_number_appearance,pitcher_at_bat_number,times_faced
SI,4/5/2021,88.3,-1.96,5.17,b82253f5145945f4206de3591d739a50146587be,41afbb8823e64401a71aaf7b194f53a9a9b0dee8,,swinging_strike,4,R,R,R,d0dad15c64a6bfdd9ab8f674422e399b073de92b,dfa822c31d647e73a89ab99622df4fb728f288bd,S,,,1,1,2021,-0.86,0.94,-0.28,2.48,,,,1,4,Top,,,523ecd5a15ce05328b032e40c14e996ef9f1fcd2,,5.94441724,-128.5299879,-2.48532406,-10.71994773,25.00001706,-21.43455662,3.37,1.53,,,,89.7,2042,7,634566,41afbb8823e64401a71aaf7b194f53a9a9b0dee8,523ecd5a15ce05328b032e40c14e996ef9f1fcd2,53a6f179986e50fc6b1a20a75a94ba892239de43,db5a959497a3f45b886a20f13e5f0b70faee6927,a4b506ad554bf35ae6d966f8997b30554e28e967,04919f19fd9c50566716c96ff5f0615b14ccfe3d,786672c08d33f1282d91da2df59542edc3219d39,67b4dd811b60988c269a492a5ea3927036c30741,a8bb5bb25de0ae8cdcf2ead3b205f91e19453a23,53.52,,,,,,,,20,3,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,209,0,-0.043,SP,1,0,42,11,2
FF,4/5/2021,91.6,1.78,6.39,2622dac5f67183f0c4a5b57e73549123f201cd74,ab0cd1b594b0a41f4764e09cdd25c6a2f552896d,,foul,4,R,R,L,ef84da6e7e94a52e62a87694b500649f7e852cce,d7547ddb2bf122992b48f06fcd4a8d76a8ba80d7,S,,,1,0,2021,0.9,1.39,-0.47,2.63,,4d6127941ac5ecd5c14f8f666dad7d62723ddfe4,6ce6f832e5197576e4c34b6f627434b5cbc97c61,1,3,Top,,,a60ee7a51235ffd74aad60511c621cd61a07dc65,,-7.608843067,-133.0883289,-6.656847227,12.29535839,27.08114291,-14.4306436,3.37,1.53,159,68.3,64,91.8,2409,6.4,634606,ab0cd1b594b0a41f4764e09cdd25c6a2f552896d,a60ee7a51235ffd74aad60511c621cd61a07dc65,acb8fb88563f556896704e7c130bcc4f9119978e,3be2036301de316fb26e54cffdaab0830655d604,6e0e372e926b3589ef8fe67ee955ef197b262075,bffd48dc3f7218901baf8e38f4c6f1a52191460e,b96aacc9d189d612fdf6bb0a3a53913f9a58f999,34eef15c55d4a098d8efc48441c9491c43a7344b,45cd5ba215dafce9685a08b0864405b66d9c03dc,54.13,,,,,,,,17,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,144,0,-0.105,SP,1,0,42,10,2
FF,4/5/2021,93.2,-2.4,6.36,0cdc8c492978d2ef0285cdf8f5236684314a12cd,bfffb70b83aa305ea467a536c0938798b1bfc298,,foul,12,R,R,R,748d5d1645fd77f1cba58675f914041daec4a855,21725587b1e7ba069dbe3ed05ffa2f3f2115b1e0,S,,,1,0,2021,-0.94,1.21,0.83,2.83,,,,0,3,Bot,,,f65d6d417a0f0e29d63de0e0b55479aa193419f7,,10.24977439,-135.342955,-5.902980171,-13.70271983,28.62828058,-16.10650508,3.55,1.63,248,78.6,30,92.3,2198,5.8,634558,bfffb70b83aa305ea467a536c0938798b1bfc298,f65d6d417a0f0e29d63de0e0b55479aa193419f7,0f69eb701a55b4137c4f9912a16bf5e8e4ed6dc6,847d88b282780a11b682814f019fcc9e444db809,c54dabda41371474f52e62bb6a476a19d82d77ae,099f3caaed41f6345911adda9cbfae974cbdb9a9,46571913dbc31676e98be5ad4db1f9d974f040a6,054330d52db7c91df94452501112e67b3986598b,890d67add2583db4829420c56ef54e478ab712fa,54.71,,,,,,,,24,2,4-Seam Fastball,1,2,1,2,2,1,1,2,Standard,Standard,220,0,-0.049,SP,1,0,42,11,2
CH,4/5/2021,82.3,1.59,6.56,0250bb29dfa83e5e2d855c2f18d826b57cde4191,716d6f2aaed3e620c6c5b714bfb99d57fe545ffd,,swinging_strike,13,R,R,L,277f6fb166b7b029e7310fea0e747a574f5a7e5e,281c63373f57c0b7cbeb7800c691c666cb467277,S,,,1,0,2021,0.64,1.17,-0.32,1.05,,,,1,4,Top,,,ad9fffe6e5f822d9ee61fe0ee76bce420f15b799,,-5.643506632,-119.5567427,-8.385568449,7.187737812,20.16190418,-19.53573966,3.55,1.63,,,,83.5,1739,6.9,634587,716d6f2aaed3e620c6c5b714bfb99d57fe545ffd,ad9fffe6e5f822d9ee61fe0ee76bce420f15b799,97a644a09672c8e47ec21218e79e175bd69513ed,db1e1ade2a9bbb88fbfbbf278e96a5f1a9a44473,8d5fa26e75d233f2a4a8179fd778281b12a94445,91d6f8297a61343c126056e697a96916e24906b2,e4fdc5bb19babe3d6bae82a83d970165afb40486,a8bc5d972d9f4c0989ecec80cebd10d6d906b41e,e42a90a0e1a26abdda5a1df8b9f5e94a10ab3c85,53.62,,,,,,,,22,2,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,133,0,-0.032,SP,1,0,42,12,2
CH,4/5/2021,82.4,-1.94,5.02,46571913dbc31676e98be5ad4db1f9d974f040a6,2af8cae185649642c98a64031cd30d75d8ea8031,,called_strike,2,R,L,R,748d5d1645fd77f1cba58675f914041daec4a855,21725587b1e7ba069dbe3ed05ffa2f3f2115b1e0,S,,,0,0,2021,-1.28,0.15,0.18,2.57,,bfffb70b83aa305ea467a536c0938798b1bfc298,847d88b282780a11b682814f019fcc9e444db809,1,3,Top,,,b457b98c999402bcaafcbc50238ebc5d85510b5f,,7.353676737,-119.808351,0.680399994,-13.73909946,22.60618233,-31.12687452,2.96,1.59,,,,82.8,1917,6.6,634558,2af8cae185649642c98a64031cd30d75d8ea8031,b457b98c999402bcaafcbc50238ebc5d85510b5f,5b58c9f7d85915d8168e94faa680e188e085e270,fe6eac0778f476c3f1ffe6a1fd637f077573e077,834bafd5b6ea070a9db54c6e4ab5a3153488c22d,d18578b6741fea39f0922df69f56c19f2bd69c1c,67e41a583ed6915acedf8a84d34d11bad7a85740,09c4fd07f6de14adc4edeed0aacd4b55f3bbad50,0cdc8c492978d2ef0285cdf8f5236684314a12cd,53.95,,,,,,,,22,1,Changeup,1,2,2,1,2,1,2,1,Standard,Standard,263,0,-0.073,SP,1,0,42,12,2
CU,4/5/2021,75.2,-1.73,5.94,037158ce34a79cee4dd9ddafd4c7b8ca90327429,afb9b85defc6fe5c3f48681480eff4d96ab723c7,,ball,14,R,R,R,3c4ec083bb4b200556718068a3cea7ab07ff2764,284da2e9c8943a9faa155f56f0faaa7791471528,B,,,2,2,2021,0.31,-0.56,1.1,-0.85,,,,0,2,Top,,,3103eeddc91e18c223c7ef4d3c12f29cd6e5bdd8,,5.330833255,-109.4011574,-5.957174333,1.52855992,19.11390676,-35.86281322,2.98,1.26,,,,75.4,2511,6.4,634612,afb9b85defc6fe5c3f48681480eff4d96ab723c7,3103eeddc91e18c223c7ef4d3c12f29cd6e5bdd8,a9b53974ac34cd7c03133051645ef424e81c3073,c3b12c33078b6ce2f0c8287913cd6871b9ba9c9c,88a241e142df6a547f9188eb81f5c2ea8f7adabb,c1efd3145c820257fae2347ff5675817cfb37bca,4f6c643961e8df8f6d76d136b13ba2674b158140,a7ab335ba29a72bc194f77b694f23bd2eea9c4da,ccbeebb83e2f368d70aca48df9d3cab30efa80cf,54.05,,,,,,,,10,7,Curveball,0,1,1,0,1,0,1,0,Infield shift,Standard,67,0,0.101,SP,1,0,42,7,1
SI,4/5/2021,92.5,1.37,5.53,80f3a94c7bf1ed6397017744dbb75ff931902e2d,8b04fa5301010f7ed5a77b2a440de2e1019359f7,,called_strike,3,R,R,L,8499d67c7ea3ce9671a0574ff233641a96d9039a,febb17c5596d048b6a6a4eea23cfe03be0f1a600,S,,,0,0,2021,1.36,0.92,0.31,3,,,bc3c71dc19d09389180e0fcbdc14205e7da08a90,1,3,Top,,,fad331a3643e0f975f041aa16e18b72a99417688,,-5.62861566,-134.6057208,-2.61219642,17.75167669,30.33532086,-20.68721944,3.54,1.74,,,,91.9,2111,6,634551,8b04fa5301010f7ed5a77b2a440de2e1019359f7,fad331a3643e0f975f041aa16e18b72a99417688,875eeca87c6f80182a88c2a7b92c048b9e10b5e5,50e99f6d711f91de991d3083da5e92d455604eee,52c150d7af7e27df20e41d50e3b360a82b9d9d7f,af2204da5514e67430e221c1d858a31cd0a6400e,94031e55e26ae3374eedd6291d8c2fb31b4db61f,b032c7c0874f4bf88ac83799db6e22a3671a9548,837484931d4d9194973ae70dbc31984c986adcdb,54.51,,,,,,,,20,1,Sinker,0,1,1,0,1,0,1,0,Infield shade,Standard,139,0,-0.048,SP,1,0,42,12,2
CU,4/5/2021,77.4,-2.02,6.15,17cbce1de7a9d4e31952e86ba69ced3fa5f1c28c,227278769ed44d180d373e42bce38bc84d374030,,called_strike,9,R,R,R,e58e9c0fd276f0c175345b6d952a9e77bf4992fb,ae2caea4bb1f46b714e35f0176994fd5cf88e76d,S,,,1,0,2021,0.7,-0.96,0.7,1.8,,,,0,9,Top,,,8d52463bd475d8e5e5858e95f058f473a3a875ba,,4.579394312,-112.7454568,-0.589704594,5.122725721,20.55636126,-40.48794038,3.32,1.59,,,,78.3,2051,6.8,634616,227278769ed44d180d373e42bce38bc84d374030,8d52463bd475d8e5e5858e95f058f473a3a875ba,3b954f244f113c33edfbf5b8116bcfc18fdbff71,4380853322f8572ba35d3a2e8b25f82006112ab4,435f6167de485e517d74029d9cdae4a2049ad97e,a540f5b1639f7c7d09108c6893fb30986b89c533,c7c83eaa9fe8da2f81c5fce172059af61448b3e7,1dd81477d26cc96cf04cbe21ee082afdfb452b47,62f6b5a378b3942033895e0bf88ee72a566794b7,53.65,,,,,,,,62,2,Curveball,0,3,3,0,3,0,3,0,Standard,Standard,35,0,-0.049,RP,0,1,41,13,2
SL,4/5/2021,86.4,-2.15,6.3,517c83ac8f1549d395c3ba12562cfdc4f0db688b,34294c5b512043e6f7ad920382ed06035f0982b8,,blocked_ball,14,R,L,R,60a907084eefb120b3bf4b331add6a2da2d1e33c,f8a902b067d4344b687920f92c669bffad7b0e0e,B,,,0,1,2021,0.12,0.46,0.82,-0.57,,,81272c934b63edda7b2c6ca9f268f5a594ce5131,1,2,Top,,,c3796f5a839deb113d14052599ae9112204bda69,,6.838478969,-125.0927931,-10.9083832,-0.424347205,31.15413071,-24.87232377,3.41,1.56,,,,85.7,2255,6.6,634601,34294c5b512043e6f7ad920382ed06035f0982b8,c3796f5a839deb113d14052599ae9112204bda69,c710046f7d22c1bb863a4733efacacdefa4d68ff,d874a540fae4dd563dae874e4bb87e6d4e17bc9d,04f9c2f30346853e09f3678562b61e8957eef0aa,5eb57ef29a7d2551535638fdbdf7cab4d5919b3c,47b3a243dc544ea84da40d689f5def544af91b45,e29d82777ff1d4d9517ce77a565d1f20ad9109ed,72eff2388181d1ad10baed69adc7fceaecd485e6,53.85,,,,,,,,13,2,Slider,0,0,0,0,0,0,0,0,Strategic,Standard,151,0,0.045,SP,1,0,41,8,1
SL,4/5/2021,85,-2.06,5.89,9ce7d8a2abb80aa52ddbf3118d4a37b127b2c034,0c049bc522425eab3482cc503f0c1f416be05b4f,,foul,5,R,R,R,4425babf86abaf8a5bf60e209d22ab9b03ea0499,04e66352aa8f9c4c5f26b71bf380973ada994760,S,,,2,1,2021,-0.08,0.56,-0.06,2.39,,,eca3dc252aac948649a6705643262093beb26336,1,2,Top,,,011de33d151ba44dc18c0a7129b4df39ed66b8cc,,4.856393876,-123.7929347,-3.048831367,-1.7601347,24.09660654,-25.97994684,3.38,1.63,5,85.3,-26,85.7,2309,6.6,634588,0c049bc522425eab3482cc503f0c1f416be05b4f,011de33d151ba44dc18c0a7129b4df39ed66b8cc,c8d01b8601f139d0616d902f44f24cae25172c32,ea9202974652e55e75b22a3a1cf86742587eb368,7b00d5dda854778e8d3ba783d4918faddae32575,061eb45e0292790d19a0638e0bd4edb4dad2d319,b8ef1de941498a52fd463411f09b22dfe580d92f,afdd2d59d3b9ffcdbb589f38b24ccbc6ec4f5423,aa8f48170af8888d0c34eb83f563f16cf540ea52,53.89,,,,,,,,12,4,Slider,0,1,1,0,1,0,1,0,Standard,Standard,132,0,-0.097,SP,1,0,41,9,1
FC,4/5/2021,85.9,-3.33,5.48,c710046f7d22c1bb863a4733efacacdefa4d68ff,6d0aa46afe77ac6254312b25d69cf8888f459eaf,,ball,14,R,L,R,60a907084eefb120b3bf4b331add6a2da2d1e33c,f8a902b067d4344b687920f92c669bffad7b0e0e,B,,,1,1,2021,-0.07,0.72,1.37,2.42,,,,0,8,Bot,,,036bb24338d2cb9318ab0cc768eeee1d32515369,,11.28121323,-124.5696183,-2.314223153,-3.351752289,28.92391891,-24.4833353,3.56,1.56,,,,85.4,2236,6.5,634601,6d0aa46afe77ac6254312b25d69cf8888f459eaf,036bb24338d2cb9318ab0cc768eeee1d32515369,592cfcba5200ba0171d471b3cceb6f158a52fcc7,e0e1f107a95934a3912271c175a205f63fde88c9,8fe5068677f925b38c5c2fd0db4d9d876a3eac57,81272c934b63edda7b2c6ca9f268f5a594ce5131,473cc5ed31814e6679b13ccdcb951d9c70263796,b6a6add81b3c0c558430e20f668a39790058918d,0ad2e5cf1e052b219e6b8b806a56a9eb96cb29be,54,,,,,,,,69,3,Cutter,7,2,7,2,2,7,7,2,Infield shift,Strategic,202,0,0.052,RP,0,1,41,10,2
CU,4/5/2021,79.7,-2.2,6.49,0cdc8c492978d2ef0285cdf8f5236684314a12cd,bfffb70b83aa305ea467a536c0938798b1bfc298,,ball,14,R,R,R,748d5d1645fd77f1cba58675f914041daec4a855,21725587b1e7ba069dbe3ed05ffa2f3f2115b1e0,B,,,0,0,2021,0.76,-0.77,1.33,1.73,,,,0,3,Bot,,,f65d6d417a0f0e29d63de0e0b55479aa193419f7,,6.256390615,-115.8986142,-2.206711874,5.508902947,23.55783126,-38.85000847,3.44,1.63,,,,78.7,2875,5.8,634558,bfffb70b83aa305ea467a536c0938798b1bfc298,f65d6d417a0f0e29d63de0e0b55479aa193419f7,0f69eb701a55b4137c4f9912a16bf5e8e4ed6dc6,847d88b282780a11b682814f019fcc9e444db809,c54dabda41371474f52e62bb6a476a19d82d77ae,099f3caaed41f6345911adda9cbfae974cbdb9a9,46571913dbc31676e98be5ad4db1f9d974f040a6,054330d52db7c91df94452501112e67b3986598b,890d67add2583db4829420c56ef54e478ab712fa,54.7,,,,,,,,24,1,Curveball,1,2,1,2,2,1,1,2,Standard,Standard,43,0,0.038,SP,1,0,41,11,2
FF,4/5/2021,91.7,-1.11,6.07,8b56a85ee94ae8780f6ded359e6dfe292bacf2f3,e3cf28d7869fd9d4274fed98e6b7b66cb37b0a1c,,foul,5,R,R,R,8499d67c7ea3ce9671a0574ff233641a96d9039a,febb17c5596d048b6a6a4eea23cfe03be0f1a600,S,,,3,2,2021,-0.49,1.75,0.24,2.27,0f46bb1ed363d593af42cfddbe027922aff10780,36672e213820a74ed38341444004479e5a0d5443,c4db34402ba417ae6cc0cf8eca1c05a59b5940bf,2,7,Top,,,fad331a3643e0f975f041aa16e18b72a99417688,,4.482562895,-133.3561799,-7.522185858,-6.825964604,30.20751654,-9.851008429,3.37,1.53,272,85.9,27,91.8,2280,6.5,634551,e3cf28d7869fd9d4274fed98e6b7b66cb37b0a1c,fad331a3643e0f975f041aa16e18b72a99417688,875eeca87c6f80182a88c2a7b92c048b9e10b5e5,50e99f6d711f91de991d3083da5e92d455604eee,52c150d7af7e27df20e41d50e3b360a82b9d9d7f,af2204da5514e67430e221c1d858a31cd0a6400e,94031e55e26ae3374eedd6291d8c2fb31b4db61f,b032c7c0874f4bf88ac83799db6e22a3671a9548,837484931d4d9194973ae70dbc31984c986adcdb,54.01,,,,,,,,61,6,4-Seam Fastball,0,6,6,0,6,0,6,0,Standard,Standard,209,0,0,RP,0,1,41,9,1
SL,4/5/2021,85.9,2.33,6.48,837484931d4d9194973ae70dbc31984c986adcdb,0f061b9439845159c394a71e55d635b10ca25656,,foul,4,R,R,L,8499d67c7ea3ce9671a0574ff233641a96d9039a,febb17c5596d048b6a6a4eea23cfe03be0f1a600,S,,,2,1,2021,-0.74,0.15,-0.4,2.18,af2204da5514e67430e221c1d858a31cd0a6400e,,,0,3,Bot,,,c4db34402ba417ae6cc0cf8eca1c05a59b5940bf,,-4.959791841,-125.0031514,-4.240793463,-6.731926597,25.49760564,-29.91709372,3.47,1.59,200,64.4,44,85.7,2488,6.2,634551,0f061b9439845159c394a71e55d635b10ca25656,c4db34402ba417ae6cc0cf8eca1c05a59b5940bf,80f3a94c7bf1ed6397017744dbb75ff931902e2d,121048ecdf300d2ec18b79f9632d2e0e4ecb925e,0f46bb1ed363d593af42cfddbe027922aff10780,47a816f9460d1e5742d9b2e7aa73e35466ab714f,8b56a85ee94ae8780f6ded359e6dfe292bacf2f3,bc3c71dc19d09389180e0fcbdc14205e7da08a90,09e6f8d367dd945ef1b220557afde3b68449e875,54.29,,,,,,,,23,4,Slider,0,1,0,1,1,0,0,1,Standard,Standard,269,0,-0.1,SP,1,0,41,10,2
SI,4/5/2021,91.2,1.95,5.77,7451bb61548adc7de276059b5a577fb05329b931,82bde68c049407a9ac8f5aaa0cfb1b825b195dba,,called_strike,14,R,R,L,e66cd4507ba3fa0204fc859bbdef7286c3cfafd3,a729852e94771e8d530514616606a7b3587f88c3,S,,,1,0,2021,0.93,1.57,1.08,1.55,,,,2,2,Top,,,0a7f2f087c76f9bd4768f7ecc4ee64ca76cc0a33,,-4.226010242,-132.4828282,-8.074383848,11.83283858,31.43210807,-12.18375127,3.57,1.68,,,,91.3,2165,6.7,634552,82bde68c049407a9ac8f5aaa0cfb1b825b195dba,0a7f2f087c76f9bd4768f7ecc4ee64ca76cc0a33,46c7ce33e78264b2373438ed1f49a64c12d4e273,b9e6784516b5651712b4f7a92335585d2a80aa0c,9c4413851a0f4ec032f2262e2734e464372d8661,fa3e8eaf33094acd8695929a324a43956446ff27,fa139d0e0d97d8276733a78b6f934b26178864fe,7fe97fbb484e94e5f2cc6de69848bc3f5c393922,8f32367c24170f9bcb60d681e3b8b46c3d512a43,53.78,,,,,,,,15,2,Sinker,0,3,3,0,3,0,3,0,Standard,Standard,79,0,-0.02,SP,1,0,41,11,2
SL,4/5/2021,83.2,1.33,5.49,bc3c71dc19d09389180e0fcbdc14205e7da08a90,8b04fa5301010f7ed5a77b2a440de2e1019359f7,walk,ball,14,R,R,L,8499d67c7ea3ce9671a0574ff233641a96d9039a,febb17c5596d048b6a6a4eea23cfe03be0f1a600,B,,,3,2,2021,-0.28,-0.02,0.09,1.37,,,,1,3,Top,,,fad331a3643e0f975f041aa16e18b72a99417688,,-2.272275204,-121.2287979,-2.990575018,-2.332782036,22.75841423,-32.04643257,3.54,1.78,,,,83.2,2585,6.1,634551,8b04fa5301010f7ed5a77b2a440de2e1019359f7,fad331a3643e0f975f041aa16e18b72a99417688,875eeca87c6f80182a88c2a7b92c048b9e10b5e5,50e99f6d711f91de991d3083da5e92d455604eee,52c150d7af7e27df20e41d50e3b360a82b9d9d7f,af2204da5514e67430e221c1d858a31cd0a6400e,94031e55e26ae3374eedd6291d8c2fb31b4db61f,b032c7c0874f4bf88ac83799db6e22a3671a9548,837484931d4d9194973ae70dbc31984c986adcdb,54.39,,,0.7,1,0,0,,19,6,Slider,0,1,1,0,1,0,1,0,Infield shift,Standard,302,-0.024,0.215,SP,1,0,41,11,2
FF,4/5/2021,93.2,-2.08,6.66,87758f0175a131b8836b7c378aad170e3c379671,e4d5ba68d53a3c6d7fe36e1a527a907c46830d75,strikeout,swinging_strike,2,R,R,R,e4f86cca4cda0cb144aadefb62880127493a8a5e,735c11491af2456763592b4fd17c77848dde11dd,S,2,,3,2,2021,-0.8,1.85,0.04,3.06,,,a2492466d4a5ab3f0b605db3ce867e966f605a0d,2,2,Bot,,,151f1a0a4d4509711c02ef31320fa25afb343d0f,,7.225859953,-135.2092855,-7.408939534,-11.60998178,35.44163672,-8.121264728,3.3,1.5,,,,92.3,2387,6.4,634562,e4d5ba68d53a3c6d7fe36e1a527a907c46830d75,151f1a0a4d4509711c02ef31320fa25afb343d0f,b0c52bd50d2f39a827d327d14ec0ddcde23f2b3e,73b4d0c624c772c7969d5df019766bb774bf4f9b,b7d69db25c114771689e75b02d1e5861b4a44564,bb4b4ea98775420ac9e6b12fa25d54b33af99a38,1a35380236861a3e9242fc1790692a52ca977c92,f520169b688bef43a04467c83c70597e247e2da3,e2838eb3228d23ff0a3493056be9dbf9d9715695,54.12,,,0,1,0,0,,19,7,4-Seam Fastball,0,3,0,3,3,0,0,3,Standard,Standard,206,-0.021,-0.264,SP,1,0,41,8,1
CU,4/5/2021,76.6,-1.63,6.37,c3796f5a839deb113d14052599ae9112204bda69,55f5996485e6a1faa6663ac69374953aaba0e5eb,,ball,14,R,R,R,60a907084eefb120b3bf4b331add6a2da2d1e33c,f8a902b067d4344b687920f92c669bffad7b0e0e,B,,,0,0,2021,1.23,-1.1,2.75,-1.29,,,,0,4,Bot,,,036bb24338d2cb9318ab0cc768eeee1d32515369,,7.01111571,-110.9880502,-6.810904192,8.133598623,27.80509471,-39.56045111,2.93,1.49,,,,75.3,2198,6.5,634601,55f5996485e6a1faa6663ac69374953aaba0e5eb,036bb24338d2cb9318ab0cc768eeee1d32515369,592cfcba5200ba0171d471b3cceb6f158a52fcc7,e0e1f107a95934a3912271c175a205f63fde88c9,6a6c94ae4a02d74c296899148cc71d576ad5390a,81272c934b63edda7b2c6ca9f268f5a594ce5131,473cc5ed31814e6679b13ccdcb951d9c70263796,b6a6add81b3c0c558430e20f668a39790058918d,0ad2e5cf1e052b219e6b8b806a56a9eb96cb29be,53.96,,,,,,,,30,1,Curveball,1,0,1,0,0,1,1,0,Standard,Standard,41,0,0.038,SP,1,0,41,15,2
FF,4/5/2021,94.4,2.34,5.82,e4d5ba68d53a3c6d7fe36e1a527a907c46830d75,92dc6059c836b1d56350ffa0b2e5a8d40eaf2b99,,foul,4,R,R,L,e4f86cca4cda0cb144aadefb62880127493a8a5e,735c11491af2456763592b4fd17c77848dde11dd,S,,,1,1,2021,0.88,1.25,-0.61,2.62,,,,0,2,Top,,,6f664a1df28f7e1fccaf73beb75adfe6937f422a,,-9.697383113,-137.139985,-5.426076208,13.27108166,30.58262462,-15.3841759,3.49,1.6,188,70,51,94.8,2329,6.6,634562,92dc6059c836b1d56350ffa0b2e5a8d40eaf2b99,6f664a1df28f7e1fccaf73beb75adfe6937f422a,1cca9d59852837b5cc993ebcb9bfc2c9abb65f6f,87758f0175a131b8836b7c378aad170e3c379671,8c1ce164c9c2f88827df8e1c1ac13dcb77721697,a2492466d4a5ab3f0b605db3ce867e966f605a0d,4803634608bc30a04f9af8996949a77d882c4b9f,aabf3e39315d7cd1df39df4ac9bd3c8b3dbf863d,da8d7a5e7996bf225dde42e7a0e66a92359d102d,53.89,,,,,,,,13,3,4-Seam Fastball,0,3,3,0,3,0,3,0,Standard,Strategic,129,0,-0.057,SP,1,0,41,9,1
SI,4/5/2021,96,-1.3,5.79,637aa60cb3c5b707c57db84190273c2359f36bb7,0a1c7e42ecc9c04f1cde2a1a09046cae6ca238d6,force_out,hit_into_play,13,R,R,R,e66cd4507ba3fa0204fc859bbdef7286c3cfafd3,a729852e94771e8d530514616606a7b3587f88c3,X,5,ground_ball,0,0,2021,-1.54,0.81,-0.86,2.28,bf904b7c7b37961238f376325496c7fb67c275d8,,7fc1649c77a577cbd7893f4e3ed89ff542d9e3c2,2,6,Top,86.07,156.42,0a7f2f087c76f9bd4768f7ecc4ee64ca76cc0a33,,4.627740739,-139.5700785,-5.437603242,-21.18683081,33.27905591,-20.58048485,3.55,1.63,14,99.7,-8,94.9,2249,5.8,634552,0a1c7e42ecc9c04f1cde2a1a09046cae6ca238d6,0a7f2f087c76f9bd4768f7ecc4ee64ca76cc0a33,46c7ce33e78264b2373438ed1f49a64c12d4e273,b9e6784516b5651712b4f7a92335585d2a80aa0c,9c4413851a0f4ec032f2262e2734e464372d8661,fa3e8eaf33094acd8695929a324a43956446ff27,fa139d0e0d97d8276733a78b6f934b26178864fe,7fe97fbb484e94e5f2cc6de69848bc3f5c393922,8f32367c24170f9bcb60d681e3b8b46c3d512a43,54.65,0.24,0.216,0,1,0,0,2,57,1,Sinker,3,5,5,3,5,3,5,3,Standard,Standard,232,0.037,-0.478,RP,0,1,41,13,2
CU,4/5/2021,77.6,-1.75,6.04,037158ce34a79cee4dd9ddafd4c7b8ca90327429,afb9b85defc6fe5c3f48681480eff4d96ab723c7,,foul,12,R,R,R,3c4ec083bb4b200556718068a3cea7ab07ff2764,284da2e9c8943a9faa155f56f0faaa7791471528,S,,,2,2,2021,0.5,-0.41,1.41,2.84,,,,0,2,Top,,,3103eeddc91e18c223c7ef4d3c12f29cd6e5bdd8,,5.866153264,-112.9306502,0.825928709,3.236991788,20.4910666,-36.04829984,3.47,1.59,178,69.6,59,77.9,2484,6.5,634612,afb9b85defc6fe5c3f48681480eff4d96ab723c7,3103eeddc91e18c223c7ef4d3c12f29cd6e5bdd8,a9b53974ac34cd7c03133051645ef424e81c3073,c3b12c33078b6ce2f0c8287913cd6871b9ba9c9c,88a241e142df6a547f9188eb81f5c2ea8f7adabb,c1efd3145c820257fae2347ff5675817cfb37bca,4f6c643961e8df8f6d76d136b13ba2674b158140,a7ab335ba29a72bc194f77b694f23bd2eea9c4da,ccbeebb83e2f368d70aca48df9d3cab30efa80cf,54.02,,,,,,,,10,6,Curveball,0,1,1,0,1,0,1,0,Infield shift,Standard,63,0,0,SP,1,0,41,7,1
KC,4/5/2021,80.5,2.03,6.07,19002d0d7703ce99a390e39c57d62401ef57cec6,c0a1948d912e83edfba90a294fd86cae49a85871,,blocked_ball,13,R,R,L,4425babf86abaf8a5bf60e209d22ab9b03ea0499,04e66352aa8f9c4c5f26b71bf380973ada994760,B,,,2,2,2021,-0.14,0.02,-1.2,-0.39,,eca3dc252aac948649a6705643262093beb26336,9ce7d8a2abb80aa52ddbf3118d4a37b127b2c034,2,6,Top,,,011de33d151ba44dc18c0a7129b4df39ed66b8cc,,-6.88569972,-116.8061345,-7.560655128,0.201473927,24.78379994,-30.62925341,3.3,1.54,,,,79.9,2386,6.4,634588,c0a1948d912e83edfba90a294fd86cae49a85871,011de33d151ba44dc18c0a7129b4df39ed66b8cc,c8d01b8601f139d0616d902f44f24cae25172c32,ea9202974652e55e75b22a3a1cf86742587eb368,7b00d5dda854778e8d3ba783d4918faddae32575,061eb45e0292790d19a0638e0bd4edb4dad2d319,b8ef1de941498a52fd463411f09b22dfe580d92f,afdd2d59d3b9ffcdbb589f38b24ccbc6ec4f5423,aa8f48170af8888d0c34eb83f563f16cf540ea52,54.15,,,,,,,,56,6,Knuckle Curve,1,13,13,1,13,1,13,1,Standard,Standard,322,0,0.131,RP,0,1,41,11,2
